Start Date,End Date,Campaign Name,Advert Name,Placement,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-through Rate (CTR),Unique Click-through Rate (uCTR),Amount Spent (EUR),Actions,People Taking Action,Page Likes,Impression Device,Destination
2014-01-14,2014-01-14,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Home Page for Desktop Computers,978,1.710634,1673,0,0,0,0,0.04,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,17,1.176471,20,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Desktop Computers,5,1,5,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,10,1,10,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,29,1.034483,30,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,128,1.773438,227,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,News Feed on Desktop Computers,195,1.015385,198,0,0,0,0,0.51,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,6,1,6,0,0,0,0,0,1,1,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 1,News Feed on Desktop Computers,16,1,16,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,20,1.5,30,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,7,1,7,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,5,1,5,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,Cultuurmarketing print event,Het grote print event - Event Responses - Advert - Image 1,Unknown Placement,7,2,14,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,Right Column Adverts on Home Page for Desktop Computers,189,1.481481,280,0,0,0,0,0.02,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - News Feed - Image 2,News Feed on Desktop Computers,2,1,2,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,9,1.666667,15,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,125,1.304,163,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,149,1.416107,211,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,Right Column Adverts on Desktop Computers,463,1.719222,796,1,1,0.125628,0.215983,0.06,1,1,1,Desktop,All Destinations
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,Right Column Adverts on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,36,1.25,45,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,35,1.371429,48,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Unknown Placement,27,1.296296,35,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,21,1.571429,33,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,22,1.5,33,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 1,News Feed on Mobile Devices,18,1,18,1,1,5.555556,5.555556,0.04,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 2,News Feed on Mobile Devices,8,1,8,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-14,2014-01-14,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - News Feed - Image 2,News Feed on Mobile Devices,9,1,9,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie,Right Column Adverts on Home Page for Desktop Computers,3,1,3,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,17,1.647059,28,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - News Feed - Image 2,News Feed on Desktop Computers,38,1.026316,39,1,1,2.564103,2.631579,0.06,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 1,News Feed on Desktop Computers,44,1.022727,45,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Desktop Computers,436,1.727064,753,1,1,0.132802,0.229358,0.06,4,2,1,Desktop,All Destinations
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Mobile Devices,207,1,207,5,5,2.415459,2.415459,0.53,4,4,3,Other,All Destinations
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Mobile Devices,,,,,,,,,,,3,Other,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 2,News Feed on Mobile Devices,8,1,8,1,1,12.5,12.5,0.33,1,1,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie,Right Column Adverts on Desktop Computers,11,1.636364,18,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - News Feed - Image 1,News Feed on Mobile Devices,9,1,9,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,Right Column Adverts on Home Page for Desktop Computers,685,1.563504,1071,0,0,0,0,0.03,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 1,News Feed on Mobile Devices,134,1,134,3,3,2.238806,2.238806,0.93,2,2,0,Other,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,5,1,5,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,Het grote print event - Event Responses - Advert - Image 1,Right Column Adverts on Home Page for Desktop Computers,13,3.153846,41,0,0,0,0,0.02,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,26,1,26,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,7,1,7,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Desktop Computers,97,1.010309,98,2,2,2.040816,2.061856,0.2,1,1,1,Desktop,All Destinations
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,6,1,6,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,56,1.089286,61,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,22,1.318182,29,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Unknown Placement,62,1.516129,94,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - News Feed - Image 2,News Feed on Mobile Devices,31,1,31,1,1,3.225806,3.225806,0.32,1,1,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,36,1.305556,47,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,22,1.454545,32,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,Het grote print event - Event Responses - Advert - Image 1,Right Column Adverts on Desktop Computers,10,1.4,14,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Home Page for Desktop Computers,1160,1.925,2233,1,1,0.044783,0.086207,0.08,17,1,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,102,1.539216,157,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,224,1.290179,289,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,31,1.064516,33,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,7,1.285714,9,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,News Feed on Mobile Devices,8,1,8,0,0,0,0,0.02,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,331,1.824773,604,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie,Right Column Adverts on Home Page for Desktop Computers,392,1.535714,602,1,1,0.166113,0.255102,0.02,1,1,1,Desktop,All Destinations
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie,Right Column Adverts on Home Page for Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,46,1,46,2,2,4.347826,4.347826,0.41,2,2,1,Other,All Destinations
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,,,,,,,,,,,1,Other,Cultuurmarketing
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,9,1,9,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,News Feed on Mobile Devices,205,1,205,2,2,0.97561,0.97561,0.22,1,1,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 1,Right Column Adverts on Home Page for Desktop Computers,21,1.142857,24,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,311,1,311,4,3,1.286174,0.96463,0.61,3,3,2,Other,All Destinations
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,,,,,,,,,,,2,Other,Cultuurmarketing
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Mobile Devices,424,1.004717,426,7,7,1.643192,1.650943,1.26,5,5,3,Other,All Destinations
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Mobile Devices,,,,,,,,,,,3,Other,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Home Page for Desktop Computers,99,1.323232,131,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 2,Right Column Adverts on Desktop Computers,5,1,5,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,Right Column Adverts on Desktop Computers,312,1.625,507,0,0,0,0,0.03,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,News Feed on Desktop Computers,30,1,30,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,11,1.909091,21,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Desktop Computers,654,1.01682,665,5,3,0.75188,0.458716,1.31,3,3,3,Desktop,All Destinations
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Desktop Computers,,,,,,,,,,,3,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Desktop Computers,60,2.116667,127,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,502,1.354582,680,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-c - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,604,1.629139,984,1,0,0.101626,0,0.08,1,1,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,247,1.785425,441,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 3,News Feed on Desktop Computers,1,1,1,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 3,Right Column Adverts on Home Page for Desktop Computers,28,1.357143,38,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 3,Right Column Adverts on Desktop Computers,19,2.315789,44,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,Right Column Adverts on Desktop Computers,817,2.171359,1774,1,1,0.05637,0.122399,0.06,2,1,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - News Feed,News Feed on Mobile Devices,7,1,7,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,72,1.194444,86,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,86,1.837209,158,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - News Feed - Image 2,News Feed on Mobile Devices,5,1,5,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/miniseries2014 - Website Clicks - News Feed - Image 1,News Feed on Desktop Computers,2,1,2,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,News Feed on Desktop Computers,163,1.01227,165,2,2,1.212121,1.226994,0.73,90,2,1,Desktop,All Destinations
2014-01-13,2014-01-13,NedPho last minute 2013,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest - Vind-ik-leuks - Advertentie 1,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 2,Right Column Adverts on Home Page for Desktop Computers,1,1,1,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho last minute 2013,www.orkest.nl/concertserie-b - Website Clicks - News Feed - Image 2,News Feed on Desktop Computers,9,1.111111,10,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-p... - Website Clicks - Right Column - Image 2,Right Column Adverts on Desktop Computers,56,2.875,161,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,211,1.516588,320,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-p... - Website Clicks - Right Column - Image 2,Right Column Adverts on Home Page for Desktop Computers,70,1.785714,125,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-prin... - Website Clicks - News Feed - Image 1,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Desktop Computers,7,1,7,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Nederlands Philharmonisch Orkest | Nederlands Kamer... -  Vind-ik-leuks - Gesponsorde verslagen,News Feed on Mobile Devices,26,1,26,0,0,0,0,0.13,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Desktop Computers,64,1.90625,122,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Desktop Computers,27,1,27,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 1,Right Column Adverts on Desktop Computers,13,1.384615,18,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,NedPho like campagne,Advertentie algemeen 1,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-p... - Website Clicks - Right Column - Image 1,Right Column Adverts on Desktop Computers,48,1.75,84,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Desktop Computers,862,2.205336,1901,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,502,1,502,3,2,0.59761,0.398406,0.57,4,4,1,Other,All Destinations
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - News Feed,News Feed on Mobile Devices,,,,,,,,,,,1,Other,Cultuurmarketing
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-printuitgaven/ - Website Clicks - Right Column,Right Column Adverts on Home Page for Desktop Computers,1310,1.494656,1958,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,www.cultuurmarketing.nl/event/innovatie-optimalisatie-p... - Website Clicks - Right Column - Image 1,Right Column Adverts on Home Page for Desktop Computers,91,1.791209,163,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2014-01-13,2014-01-13,Cultuurmarketing print event,Het grote print event - Event Responses - Advert - Image 2,Right Column Adverts on Desktop Computers,13,1.384615,18,0,0,0,0,0,0,0,0,Desktop,No Breakdown
